INPUT:text_id	INPUT:text
852	In 1949 U.S. singer Tony Martin recorded "There's No Tomorrow" with lyrics by Al Hoffman, Leo Corday, and Leon Carr, which used the melody of "’O sole mio". About ten years later, while stationed in West Germany with the U.S. Army, Elvis Presley heard the recording and put to tape a private version of the song. Upon his discharge, he requested that new lyrics be written especially for him, a job that was undertaken by the songwriting duo of Aaron Schroeder and Wally Gold, with a demo by David Hill. The rewritten version was entitled "It's Now or Never" and was a worldwide hit for Presley. When performing it in concert in the mid-1970s, Elvis would explain the origin of "It's Now Or Never" and have singer Sherrill Nielsen perform a few lines of the original Neapolitan version before commencing with his version.Vic Damone included the song in his album Angela mia (1958).Bing Crosby included the song in a medley on his album 101 Gang Songs (1961).
853	The festival starts at midnight on May Eve when townspeople gather outside the Golden Lion Inn to sing the "Night Song." By morning, the town has been dressed with greenery and flowers placed around the maypole. The excitement begins with the appearance of one of the 'Obby 'Osses. Male dancers cavort through the town dressed as one of two 'Obby 'Osses, the "Old" and the "Blue Ribbon" or "Methodist"  'Obby 'Osses; as the name suggests, they are stylised kinds of horses. Prodded on by acolytes known as "Teasers," each wears a mask and black frame-hung cape under which they try to catch young maidens as they pass through the town. Throughout the day, the two parades, led by the "MC" in his top hat and decorated stick, followed by a band of accordions and drums, then the 'Oss and the Teaser, with a host of people, the "Mayers" - all singing the "Morning Song." – pass along the streets of the town. Finally, late in the evening, the two 'osses meet, at the maypole, before returning to their respective stables where the crowd sings of the 'Obby 'Oss death, until its resurrection the following May Eve.
854	The festival takes place on May Day every year. It entails two separate processions that make their way around Padstow on circuits that take twelve hours to traverse. Each procession represents a different half of the town's community.Only those whose families have lived in Lowenac Padstow for at least two generations are permitted to take part in the processions.Each procession contains by an 'Obby 'Oss, a hobby horse consisting of an oval frame covered in black oilskin, which has a small horse's head in the front with a snapping jaw. This is led by an individual known as the Teaser, who is dressed in white and carries a painted club. The procession also contains a retinue of white-clad individuals, some playing accordions,melodeons and drums.
855	The custom attracted little attention outside of the town until 1907, when the folklorist Francis Etherington drew attention to it. In 1913 the folklorist Thurstan Peter wrote about it; influenced by the ideas of the anthropologist James Frazer, Peter argued that the 'Obby 'Oss custom might have once been a pre-Christian religious ritual designed to secure fertility. The idea that the custom had pre-Christian roots helped to convert it into a tourist attraction. This idea of the custom as a pre-Christian one percolated into the Padstow community, for when the historian Ronald Hutton visited the town in 1985 he found locals describing it to him as an ancient pagan fertility rite. In the 1950s Alan Lomax, then in London and working for the BBC, and his collaborator Peter Kennedy of the English Folk Dance and Song Society, decided to document the unique May Eve and May Day Festivals at Padstow, they selected George Pickow to be their cameraman. The result was the 16-minute colour film Oss Oss Wee Oss (1953).
856	By the 1990s, the 'Obby 'Oss festival was a major attraction that drew large numbers of visitors to Lowennac/Padstow. By that point, Hutton referred to it as "one of the most famous and most dramatic folk customs of modern Britain", adding that it constituted "a tremendous reaffirmation of communal pride and solidarity in this small and normally quiet settlement". The folklorist Doc Rowe, who has attended and documented the custom every year since 1963, goes further - describing 'Obby 'Oss Day as "a united proclamation - almost a 'clenched fist' in the face of time and outside influences... [it] can be seen as a communal pace-maker and, on Mayday, it recharges the community and the good fellowship of the people of Padstow." 
857	The celebration itself starts at midnight on 30 April with unaccompanied singing around the town starting at the Golden Lion Inn. By the morning of 1 May, the town is dressed with greenery, flowers and flags, with the focus being the maypole.The climax arrives when two groups of dancers progress through the town, one of each team wearing a stylised recreation of a 'horse.' The two 'osses are known as the "Old" and the "Blue Ribbon" 'osses. During the day a number of "Junior" or "colt" 'osses appear, operated by children. Accompanied by drums and accordions and led by acolytes known as "Teasers", each 'oss is adorned by a gruesome mask and black, oilskin cape on a circular frame under which they try to catch young maidens as they pass through the town. The Blue ribbon 'oss is apparently of more recent origin. In the late 19th century, Blue 'Oss was supported by members of the Temperance movement who were trying to discourage the consumption of alcohol associated with the "old" 'oss followers. After the first world war the imperative of temperance was lost, and the 'oss became known as the Peace 'Oss. Each 'oss has a "stable" (in the case of the Old 'Oss, the Golden Lion Inn and the Blue Ribbon 'Oss, the institute, from which they emerge at the start of the day's proceedings and retire at the end. Sometimes in the late afternoon, the 'osses may meet at the maypole and dance together.
858	There is documentary evidence of an 'Oss at Penzance in the late 19th century, made with a caped stick and skull, which has formed the basis of the Penglaz 'Obby 'Oss that appears during the Golowan festival and the Montol Festival, both modern revivals; the skull 'oss is strikingly similar to the Mari Lwyd in Wales associated with the pre-Christian deity Rhiannon, known as Epona the horse goddess in continental Celtic cultures, passing into festive folklore as 'the Old Grey Mare' in neighbouring parts of Britain e.g. Dartmoor (Widecombe Fair), Dorset (The Grey Mare and her Colts), as well as the Soultide mummers' horses of Cheshire.
859	While investigating a cavity within what he believes to be the base of a ruined Templar platform or altar for his colleague, Parkins finds an ancient bronze whistle with two Latin inscriptions. On one side, the Latin inscription reads "Quis est iste, qui venit?". On the other side are inscribed the letters "FLA BIS FLE FUR" in the pattern of a plus sign. Parkins pockets his find and returns to the inn, noting as he walks along the desolate beach that a "shape of indistinct personage" appears to be making great efforts to catch up with him in the distance, to no avail.
860	After an evening meal at the inn, Parkins inspects the whistle while alone in his room. He first clears the hard-packed soil from the item before reading the inscriptions, discovering the Latin inscription is Biblical; Parkins translates this as "Who is this who is coming?". He is unable to read the inscriptions on the other side of the whistle, which he then blows twice. Upon blowing the whistle, Parkins becomes aware of a sudden surge of wind outside his window as a vision of a "wide, dark expanse at night with a fresh wind blowing" enters his mind. In the middle of this vision is a solitary figure.
861	That night, Parkins dreams of a man desperately fleeing from a "bobbing, black object" along a shoreline in a state of extreme fear. In the distance, the pursuing apparition moves in a strange manner and with incredible speed. The man repeatedly clambers over high groynes in desperation before collapsing to the ground in sheer exhaustion as the object the man had been fleeing reveals itself as a figure in "pale, fluttering draperies". Each time Parkins closes his eyes, the scenario progresses, although the vision immediately vanishes when he opens his eyes. Realising he is unable to dispel the visions, Parkins decides to read himself to sleep, although when he attempts to light a match, he hears the sound of scurrying on his floor in the direction away from his bed, which he believes may be the sound of rats fleeing. Parkins then reads himself to a sound sleep, with the candle beside his bed still burning when he is woken by staff at the inn the following morning.
862	As he prepares to leave the inn, Parkins is informed by a maid that both beds in his room appeared to have been slept in. The maid had already made both beds, explaining the sheets on the bed he had not slept in were "crumpled and thrown about all ways". Parkins theorises he may have disturbed the quilt and sheets while unpacking. He then leaves the inn to play golf with an acquaintance, whom he informs of the whistle he had found at the preceptory the previous day. This acquaintance informs Parkins of his belief the whistle—which he had left in his inn room—may have belonged to Papists, and he should be wary of keeping and using the object.
863	Returning to the inn, both encounter a terrified, hyperventilating boy running from the inn who explains he has just seen a white, faceless figure behind an unlit window of a room at the inn. Both placate the boy, and resolve to investigate the matter, believing initially the child may have been the victim of a cruel prank. Upon returning to his locked room, Parkins realises that the description of the windows of the room given by the boy could only mean the child had seen the apparition in his room. He then notices that the sheets upon the room's second, unused bed are again twisted and contorted.
864	Inside Parkins's room that evening, he shows the whistle to his golfing partner, asking if he can decipher the second inscription, although his acquaintance is unable to do so. This acquaintance then leaves the room. Parkins then realises that the night ahead may be moonlit and that, as no curtains cover the windows of his room, his sleep may be disturbed by moonlight. To prevent this, he fashions a partition between his bed and the window using a rug, a stick and his umbrella. Parkins then reads for a short while before blowing out the candle beside his bed and falling asleep.
865	Approximately one hour later, Parkins is woken by the sound of his improvised device collapsing to the floor and moonlight shining on his face. He then hears a movement in the empty bed across his room. As he ponders the possibility of rats or other vermin being the source of this sound, he realises the "rattling and shaking" sounds could not be caused by rodents. Parkins then sees a figure sit up on the bed, causing him to jump from his own bed in the direction of the window, to retrieve his cane. As he does so, the "personage in the empty bed" moves into a position above the door, with arms outspread. This apparition remains stationary in the shadows for several moments as Parkins's fear escalates. The apparition then moves in a stooping posture in his direction as the draped arms feel about the room, leading Parkins to quickly determine the spectre may be blind.
866	One corner of the draperies veiling the form brushes across Parkins's face, causing Parkins to elicit a cry of fear. This cry reveals his general location to the apparition, which moves rapidly in his direction. Parkins backs against the open window of his room, screaming repeatedly as the face of the apparition is "thrust close into his own". At this moment, Parkins's friend kicks the door to his room open, just in time to see the apparition advancing towards Parkins. As he advances, the apparition disappears, and the linens which had veiled the form crumple to the floor. The following day, the whistle is thrown far into the sea.
867	'Op o' Me Thumb is a 1904 one-act play by the English authors Frederick Fenn and Richard Pryce. It was produced at the Court Theatre, London, on 13 March 1904, in a double bill with Robert Browning's A Soul's Tragedy. It transferred to the St James's Theatre on 24 April 1904. The leading role of Amanda was played by Hilda Trevelyan. The play was staged in New York in 1905 with Maude Adams as Amanda. It was filmed in 1920 as Suds, starring Mary Pickford in the role created by Trevelyan.
868	On the island of Raiatea the priests elevated the god Ta'aroa from the role of sea god - already an important function in a maritime society - to the god responsible for creating the world. A possible explanation for this is that the ariki, the hereditary chiefs and members of the highest noble ranks on Raiatea, could trace their lineage directly to Ta'aroa. A further development of this cult was the veneration of Oro, the son of Ta'aroa and Hina tu a uta, to whom the marae Taputapuatea in the Opoa valley on Raiatea is dedicated. According to tradition, Taputapuatea is the mythical birthplace of Oro. The cult of Ta'aroa also spread to the Cook Islands, the Tuamotu Archipelago and Mangareva. Large islands, such as New Zealand and Hawaii, remained unaffected by the cult and its developments and Ta'aroa retains his original function there as god of the sea. Similarly, on many of the other islands of the south Pacific Oro did not have the same superior function as on Tahiti and Raiatea.
869	Due to the growing influence of Taputapuatea - one can characterize it as a type of central pilgrimage site - Oro gained more political power and religious influence within the Polynesian pantheon. On the neighboring island of Tahiti the veneration of Oro grew in importance during the late proto-historical or early historical period and can be seen as a clear step from Polytheism to Monotheism. This development was substantially driven by the influential secret society of Arioi, who were of great religious and political importance. From within their ranks came the upper echelons of the nobility and the priesthood. The Arioi could trace the foundation of their order back to the god Oro himself.
870	According to legend Oro lived with his sisters Teouri and Oaaoa on Mount Pahia on the island of Bora Bora. He asked his sisters for help in finding a suitable wife and descended to earth on a rainbow in the guise of a warrior. His search of the various islands at first proved futile, which also saddened his sisters. In the course of their journey home to Pahia the sisters arrived in the village of Vaitape, near Vai'otaha marae on Bora Bora. There they spotted Vairaumati, a beautiful young woman bathing in a pool of water. The sisters told Oro of their encounter and he decided to make Vairaumati his wife. Vairaumati found this young, strong warrior attractive. Every morning Oro would descend to earth to meet Vairaumati and then leave again in the evening to return to Pahia.  'Oro's brothers 'Oro-tetefa and Uru-tetefa, transformed themselves into a bunch of red feathers and a pregnant sow as wedding gifts.
871	To'o was a man-made object, for example a figure made of wood or stone, that presented a figurative image of the god. On Tahiti the god Oro was presented in an effigy wrapped in coconut fibers with a mace-shaped wooden "soul" in the middle. Red and yellow feathers—the symbols of the god—were placed within the layers of coconut fiber. The To'o was stored and kept safe on the ceremonial platform and would be regularly re-clothed in tapa fiber during a complicated ceremony. This ritual possibly has to do with the local burial cult where the body would be swathed in tapa.
872	'Orrible is a British television sitcom produced by the BBC. Broadcast in 2001, it was written by and starred Johnny Vaughan. Vaughan stars as a cheeky chappy taxi-cab driver and wannabe small-time criminal in Acton (west London). Despite the BBC being confident and heavily promoting the series, it was panned by critics for the script and Vaughan's acting ability. It achieved very low viewing figures and ran for one series, and has never been repeated by the BBC. "Ultimately, it was shit" said Vaughan in a 2004 interview in The Stage. James Buckley made his acting debut playing Sean's son (and Paul's godson) in the sixth episode, Two Men and a Bastard.
873	'Ot 'n' Sweaty is the fourth album by the American rock band Cactus. It was released in 1972. Original members Jim McCarty and Rusty Day had left the group, so bass guitarist Tim Bogert and drummer Carmine Appice were joined by Werner Fritzschings on guitar, Duane Hitchings on keyboards and Peter French (ex-Leaf Hound and Atomic Rooster) on vocals. This was the band's final album before their long hiatus that lasted until 2006. The first three songs (filled up the first side of the original LP) were recorded live on April 3, 1972, in Puerto Rico at the Mar Y Sol Pop Festival, and the rest (the second side of the LP) were recorded in studio (so on the album's front cover is pointed after the band's name: On Stage In Puerto Rico And In The Studio). The pinnacle tracks for this album are "Bad Stuff", "Bringing Me Down", "Bedroom Mazurka", "Telling You" and a live recording of "Let Me Swim", which was a song by the original Cactus on their 1970 debut album[1].
874	The dish is known as kokoda in Fiji, oka in Samoa, ika mata in the Cook Islands and New Zealand, and simply poisson cru on the French islands. The word "ota" means "raw" in Samoan, Tongan, and Tahitian, although the more common term for the dish in French Polynesia is its French equivalent, "poisson cru" (literally, "raw fish"). Any type of seafood can be used to make "ota," the word "ika" means fish ("i'a" in Samoan language), but the dish is often prepared with mussels ("ota pipi/maso"), prawns ("ota ulavai"), crab ("ota pa'a/paka"), lobster ("ota ula"), octopus/squid ("ota fe'e/feke"), sea urchin ("ota vana/tuitui"), and eel ("ota pusi").
875	Pataphysics was a concept expressed by Jarry in a mock-scientific manner, with undertones of spoofing and quackery, as expounded in his novel Exploits and Opinions of Dr. Faustroll, Pataphysician. Here, Jarry toyed with conventional concepts and interpretations of reality. Another attempt at a definition interprets 'pataphysics as an idea that "the virtual or imaginary nature of things as glimpsed by the heightened vision of poetry or science or love can be seized and lived as real". Jarry defines 'pataphysics in a number of statements and examples, including that it is "the science of imaginary solutions, which symbolically attributes the properties of objects, described by their virtuality, to their lineaments". A practitioner of 'pataphysics is a pataphysician or a pataphysicist.
876	Pataphysics "the science of the particular" does not, therefore, study the rules governing the general recurrence of a periodic incident (the expected case) so much as study the games governing the special occurrence of a sporadic accident (the excepted case). [...] Jarry performs humorously on behalf of literature what Nietzsche performs seriously on behalf of philosophy. Both thinkers in effect attempt to dream up a "gay science" whose joie de vivre thrives wherever the tyranny of truth has increased our esteem for the lie and wherever the tyranny of reason has increased our esteem for the mad.
877	Jarry mandated the inclusion of the apostrophe in the orthography, 'pataphysique and 'pataphysics, "...to avoid a simple pun". The words pataphysician or pataphysicist and the adjective pataphysical should not include the apostrophe. Only when consciously referring to Jarry's science itself should the word 'pataphysics carry the apostrophe. The term pataphysics is a paronym (considered a kind of pun in French) of metaphysics. Since the apostrophe in no way affects the meaning or pronunciation of pataphysics, this spelling of the term is a sly notation, to the reader, suggesting a variety of puns that listeners may hear, or be aware of. These puns include patte à physique ("physics paw"), as interpreted by Jarry scholars Keith Beaumont and Roger Shattuck, pas ta physique ("not your physics"), and pâte à physique ("physics paste").
878	As Jarry claimed that 'pataphysics existed "...as far from metaphysics as metaphysics extends from regular reality", a pataphor attempts to create a figure of speech that exists as far from metaphor as metaphor exists from non-figurative language. Whereas a metaphor compares a real object or event to a seemingly unrelated subject to emphasize their similarities, the pataphor uses the newly created metaphorical similarity as a reality on which to base itself. In going beyond mere ornamentation of the original idea, the pataphor seeks to describe a new and separate world, in which an idea or aspect has taken on a life of its own.
879	In The Disappearance of Literature: Blanchot, Agamben, and the Writers of the No, Aaron Hillyer writes: "While metaphysics and metaphors attain one degree of separation from reality, pataphors and pataphysics move beyond by two degrees. This allows an idea to assume its own life, a sort of plasticity freed from the harness of rigid representation. In other words, metaphors operate on the level of the same. They juxtapose apparently unrelated material in order to draw out subtle identities. Pataphors unsettle this mechanism; they use the facade of metaphorical similarity as a basis for establishing an entirely new range of references and outlandish articulations: a new world in the midst of the old, the novel taking to the streets. Just as Kafka sought to forge a new form of life on the basis of absolute separation from historical progress, on cultural 'intransmissibility', and just as Blanchot pursued the 'pure novel' that exists in a relationship of absolute refusal of the established world, so the pataphysician seeks to initiate a new world on the grounds of a tenuous unreality."
880	'Prosperous' British India, more completely titled Prosperous' British India: A Revelation from Official Records, was a book published in 1901 by British author William Digby that described the economic conditions prevailing in British India in the latter half of the nineteenth century under British rule. It used official government statistics to illuminate the falling incomes and increasing impoverishment in India under British administration during that period. The book was influential and, at the time, attracted attention due to the imprinting of the actual falling per-capita income statistics in gold on the spine of the book itself. The book also used government statistics to demonstrate that the death-toll and frequency of catastrophic economic disasters in India, such as famines, was growing systematically under British rule.
881	At the Newport Jazz Festival in 1955, Davis performed the song "'Round Midnight" as part of an all-star jam session, with the song's composer Thelonious Monk, along with Connie Kay and Percy Heath of the Modern Jazz Quartet, Zoot Sims, and Gerry Mulligan. Davis's solo received a positive reception from many jazz fans and critics. His response to this performance was typically laconic: "What are they talking about? I just played the way I always play." George Avakian of Columbia Records was in the audience, and his brother Aram persuaded him that he ought to sign Davis to the label.
882	Davis signed with Columbia and formed his "first great quintet" with John Coltrane on saxophone. 'Round About Midnight was his first album for the label. He was still under contract to Prestige, but he had an agreement that he could record material for Columbia to release after the expiration of his Prestige contract. Recording took place at Columbia studios; the first session was on October 26, 1955 at Studio D, during which the track "Ah-Leu-Cha" was recorded with three numbers that did not appear on the album. This is the first studio recording of the quintet. The remainder of the album was recorded during sessions on June 5, 1956 ("Dear Old Stockholm", "Bye Bye Blackbird" and "Tadd's Delight") and September 10, 1956 ("All of You" and the titular "'Round Midnight") at Columbia's 30th Street Studio. During the same period, the Miles Davis Quintet was also recording sessions to fulfill its contract with Prestige.
883	On April 17, 2001, Sony reissued the album on compact disc for its Columbia/Legacy label with 24-bit audio remastering and four previously released bonus tracks from the initial sessions. "Budo" had been released as part of the 1957 anthology album on Columbia, Jazz Omnibus, and "Sweet Sue, Just You" had appeared on the 1956 album by Leonard Bernstein explaining jazz to the classical audience, What Is Jazz. A two-disc reissue of June 14, 2005, included the 2001 reissue with a second disc containing Davis' 1955 Newport Jazz Festival performance of "'Round Midnight", along with a recording of the quintet's set from the 1956 Pacific Jazz Festival. The Newport track had been released for the first time the previous year on the Legacy compilation Happy Birthday Newport: 50 Swinging Years!
884	In his five-star review in the May 16, 1957 issue of DownBeat magazine, Ralph J. Gleason called the album "modern jazz conceived and executed in the very best style." Ralph Berton of The Record Changer called the album "orthodox, middle-of-the-road conservative progressive jazz." The Penguin Guide to Jazz said it "sounds like a footnote" to the Prestige contractual obligation sessions (Miles, Relaxin', Workin', Steamin', and Cookin') and that "the material is fine but somehow fails to cast quite the consistent spell which the Prestige recordings do." Bob Rusch of Cadence wrote, "everything about this date, from the black-and-white cover photo, washed in red, of Miles Davis, removed in thought behind dark glasses, to the performances, is classic. Not surprisingly, careful packaging and exquisite artistry have created a legend and, in this case, one of the essential recordings in the history of recorded music."
885	It is thought that Monk composed the song sometime in 1940 or 1941. However, Harry Colomby claims that Monk may have written an early version around 1936 (at the age of 19). The song was copyrighted September 24, 1943 in C minor under the title "I Need You So", and included lyrics by Monk himself. The first recording was made by Cootie Williams on August 22, 1944, after the pianist Bud Powell persuaded Williams to record the tune. Monk first recorded the song on November 21, 1947, and later appeared on the Blue Note album Genius of Modern Music: Volume 1, and recorded it several times after that. His first version was transcribed by Lionel Grigson in A Thelonious Monk Study Album (Novello, 1993).
886	Jazz trumpeters Cootie Williams and Dizzy Gillespie further embellished the song, with songwriter Bernie Hanighen adding his own lyrics. The lyrics were copyrighted November 27, 1944 under the title "Grand Finale". Both Williams and Hanighen received co-credits for their contributions. The commonly played intro to "'Round Midnight" was originally composed by Dizzy Gillespie for the end of his arrangement for "I Can't Get Started", but later adopted it to the intro for "'Round Midnight". Gillespie later reused the arrangement for "I Can't Get Started", and recorded it for Birks' Works and Something Old, Something New.
887	The song is sometimes incorrectly called "'Round About Midnight", as Miles Davis used this as the title of his 1957 Columbia Records album 'Round About Midnight that included a version based on Dizzy Gillespie's arrangement. It became a signature song for Davis; his performance of it with Monk at the 1955 Newport Jazz Festival, which was heard by producer George Avakian, was crucial in securing him a recording contract with Columbia Records. He had previously recorded the song in the studio two other times, once for Prestige in 1953 and again in 1956 as released on Miles Davis and the Modern Jazz Giants.
888	"'Round Springfield" is the 22nd episode of The Simpsons' sixth season. It originally aired on the Fox network in the United States on April 30, 1995. In the episode, Bart is hospitalized after eating a piece of jagged metal in his Krusty-O's cereal and sues Krusty the Clown. While visiting Bart, Lisa discovers her old mentor, jazz musician Bleeding Gums Murphy, is also in the hospital. When he dies suddenly, she resolves to honor his memory. Steve Allen (as himself) and Ron Taylor (as Bleeding Gums Murphy) guest star, each in their second appearance on the show. Dan Higgins also returns as the writer and performer of all of Lisa and Bleeding Gums' saxophone solos.
889	The episode was written by Joshua Sternin and Jeffrey Ventimilia — based on a story idea by Al Jean and Mike Reiss — and was the first episode directed by Steven Dean Moore. Jean and Reiss, who were previously the series' showrunners, returned to produce this episode (as well as "A Star Is Burns") to ease the workload of the show's regular staff. They worked on it alongside the staff of The Critic, the series they had left The Simpsons to create. The episode marks the series' first time that a recurring character was killed off, something the staff had considered for a while. The episode features numerous cultural references, including Carole King's song "Jazzman", the actor James Earl Jones and the Kimba the White Lion/The Lion King controversy.
890	Bart gets a stomach ache after accidentally eating a jagged metal Krusty-O prize packed in his breakfast cereal. Thinking Bart is feigning illness to avoid a history test, Homer and Marge send him to school anyway. After Bart struggles through the test, Mrs. Krabappel allows him to visit the school nurse once she sees he actually may be ill. Bart collapses in the nurse's office and is taken to Springfield General Hospital, where he undergoes appendicitis surgery from Dr. Hibbert and Dr. Nick. While visiting Bart in the hospital, Lisa discovers her hero, jazzman Bleeding Gums Murphy, is a patient in another ward. He is destitute after spending all the royalties from his only album, Sax on the Beach, on a $1500-a-day Fabergé egg habit.
891	Bart's classmates admire his scar and demand to have appendectomies of their own. Lisa spends time with Murphy, who lends her his saxophone for a school recital. With most of the orchestra absent while recovering from appendix surgery, the remaining trio perform and Lisa is a hit with the crowd. She is saddened to learn that Bleeding Gums has died when she returns to the hospital the next day. Lisa is the only person who attends his funeral, where Reverend Lovejoy misidentifies him as a sousaphone player. Lisa vows to make sure that everyone in Springfield appreciates Bleeding Gums' musical legacy. Bart sues Krusty the Clown and is given a $100,000 settlement. After Bart's attorney Lionel Hutz deducts his legal fees, Bart is left with only $500.
892	Still stricken with grief, Lisa decides that the best way to honor Bleeding Gums' memory is by having his album played on the local jazz station. Lisa spots it at the Android's Dungeon for $250; after hearing that Bleeding Gums is dead, Comic Book Guy doubles the price to $500. As she leaves, Bart arrives with his $500 settlement to buy a pog with Steve Allen's face. After seeing his sister's sad face through the shop window, Bart buys Lisa the album because she was the only one who believed his stomach ache was real. When she says he will never again see $500, Bart shows her a box of new Krusty-Os with flesh-eating bacteria which he intends to eat and sue Krusty again with.
893	When the radio station plays one of Bleeding Gums' songs, Lisa is disappointed because the station's tiny range prevents anyone from hearing it. Lightning strikes the antenna, giving it extra power and projecting it into every radio in Springfield. She is satisfied and turns to leave, but Bleeding Gums appears from the heavens to tell Lisa that she has made "an old jazz man happy". Mufasa from The Lion King, Darth Vader from the Star Wars film series, and James Earl Jones then appear in the clouds alongside Bleeding Gums, who tells them to keep quiet. After saying their final goodbyes, Lisa and Bleeding Gums perform "Jazzman" one last time.
894	"'Round Springfield" was written by Joshua Sternin and Jeffrey Ventimilia, based on a story idea by Al Jean and Mike Reiss. It was the first episode directed by Steven Dean Moore. Due to Fox's demand for 24 to 25 episodes per season, which the production staff found impossible to meet, two episodes of each season were written and produced by former showrunners, to relieve the stress on The Simpsons' writing staff. Jean and Reiss, who were showrunners for the show's third and fourth seasons, returned to produce this episode, as well as "A Star Is Burns", instead of the season's main showrunner David Mirkin. On both episodes, they were aided by the staff of The Critic, the show the two left The Simpsons to create. Sternin and Ventimilia were writers on The Critic and were big fans of The Simpsons, so were thrilled to be able to write an episode.
895	This episode marked the first time a recurring character has been killed off on the show. The writers and production team felt that it would be a good, emotional storyline, which, through Lisa, could focus on the theme of grief. They decided that it could not be one of the main characters; Jean joked that "we wouldn't want it to be someone like Mr. Burns, that we'd obviously want to see in the show again". Eventually, Jean decided on Bleeding Gums Murphy, a character introduced in the season one episode "Moaning Lisa"; a flashback to "Moaning Lisa" is featured in the episode. Murphy was a fairly minor character, only appearing in a couple of episodes, but he appeared in the show's opening sequence and remained there after this episode, until the opening was re-designed in season 20. Moore's first ever job on the show was in the animation department for "Moaning Lisa" so he "appreciated" being able to direct this episode. Reiss stated, "I had been polling for years to kill Marge's mom but this was a better idea". Actor Ron Taylor returned to guest star as Murphy in the episode. Comedian Steve Allen also made his second guest appearance on the show, having previously appeared in the episode "Separate Vocations".
896	The episode contains numerous references to popular culture. The title is a play on both the jazz standard 'Round Midnight by Thelonious Monk and the similarly named film also about an unappreciated jazz musician. When a deceased Bleeding Gums Murphy appears to Lisa in a cloud towards the end of the episode, he is joined by Darth Vader, Mufasa, and James Earl Jones. Although all three roles were originally portrayed by Jones, the characters in this scene were impersonated by cast member Harry Shearer; Jones himself guest starred twice previously. Additionally, Mufasa accidentally mentions "Kimba" and corrects himself by saying "Simba". This is a reference to the debate regarding The Lion King's resemblance to the anime Kimba the White Lion. Lisa and Bleeding Gums play Carole King's song "Jazzman" in this scene and in the hospital earlier in the episode. Bleeding Gums has to leave at the end of the scene because he has a date with the jazz singer Billie Holiday.
897	Additionally, Homer has a Starland Vocal Band tattoo on his arm, Bart considers buying a Steve Allen "ultimate pog", and the music heard just before Bart's operation is a parody of the theme music of ER. Bleeding Gums appears on an episode of The Cosby Show, a reference to Bill Cosby often getting jazz musicians he liked to appear on the show; in the episode, Cosby is voiced by The Simpsons regular Dan Castellaneta. Lionel Hutz's "crack team of lawyers", Robert Shaporo and Albert Dershman, are parodies of Robert Shapiro and Alan Dershowitz, two of the defense attorneys at the O. J. Simpson murder case. The three drive away in a white pickup truck, similar to the Ford Bronco that Al Cowlings and O.J. Simpson drove in their televised low-speed pursuit before Simpson's arrest.
898	In the episode, budget cuts at Springfield Elementary School force the janitor Groundskeeper Willie to be used as a French teacher. Expressing his disdain for the French, he exclaims to his class: "Bonjourrrrr, you cheese-eatin' surrender monkeys." The quote, particularly the phrase "cheese-eating surrender monkeys", has since entered wider use. It was used particularly in the run-up to the war in Iraq, having been popularized by the conservative National Review journalist Jonah Goldberg, to describe European and especially French opposition to military action. A piece in The Guardian noted that the phrase was "made acceptable in official diplomatic channels around the globe". Ben Macintyre has written that the phrase is "perhaps the most famous" of the show's coinages and since Goldberg's usage it "has gone on to become a journalistic cliché".
899	It has subsequently been used by the New York Post (as "Surrender Monkeys") as the headline for its December 7, 2006, front page, referring to the Iraq Study Group and its recommendation that U.S. soldiers be withdrawn from Iraq by early 2008. The Daily Telegraph has cited it in relation to Anglo-French military cooperation. The term has been used in books by commentator Laura Ingraham, and academics Stuart Croft, Stephen Chan, and Paul L. Moorcraft and Philip M. Taylor. Ned Sherrin included the quote in the Oxford Dictionary of Humorous Quotations; it was introduced in the third edition in 2005. It is also included in the Oxford Dictionary of Modern Quotations. Douglas Coupland's 2009 novel Generation A refers to Groundskeeper Willie's use of the phrase.
900	The song continues the story about the fictitious truck convoy from the song "Convoy".  The truckers cross to Europe (there ain't no way out 'cept for that one Atlantic Ocean) and travel through several countries including Great Britain, Germany, Russia, and Japan.  At the end of the song there is also a reference to Australia (Ah, ten-four, Pig Pen, what's your twenty? Australia? Mercy sakes, ain't nothin' down there but Tasmanian devils and them cue-walla bears.).  The lyrics consist of different types of interspersed dialog including simulated CB conversations with CB slang and the chorus sung with a pirate accent and self-mocking background vocals (Dumb, Dumb, Dumb, This is,).  The song's CB dialog includes parodied British, German, Russian, and Japanese accents, with typically mispronounced words.
901	'S Make It (slang for 'Let's go') is a recording by the hard bop Art Blakey jazz ensemble. It was recorded in Los Angeles in 1964 and issued on the Limelight label. Following the departure of stars from his 1961 to 1964 band, Freddie Hubbard, Wayne Shorter and Cedar Walton, it includes previous Blakey alumni and newer players. This was trombonist Curtis Fuller's last recording as a regular member of the group, though he would return to record sporadically with Blakey in the 1970s and 80s.  The album was re-released on Verve in 2004.
902	Jeffery S. McMillan has called the release one of Blakey's most underrated works and that it exemplifies his 1964–1965 work. In a review in the December 1965 issue of Black World, the title track is described as "a diabolical concept, a dark image, invoking the innermost caverns of Manhattan." David Rickert calls the album "a fine Messengers album and a good example of the drummer's consistently satisfying work." Russ Musto referred to the release as a "return to a more soulful sound". Ken Dryden stated in his Allmusic review that "It's a shame that this was the only recording by this particular lineup of the Jazz Messengers, as [John] Gilmore's strong blowing complements Morgan very well".
