INPUT:text_id	INPUT:text
767	في 20 مارس / آذار، وقع رئيس الوزراء مو على أمر يسمح بتنفيذ الأوامر الصادرة بموجب حالة الطوارئ، سواء من قبل الحكومة أو المسؤول الطبي، بموجب قانون المقاطعة. وقد مُنحت وكالات تنفيذ القانون، بما في ذلك الشرطة الملكية الكندية ، سلطة إنفاذ هذه التدابير بموجب عقوبات الغرامات أو الاعتقال.  أعلنت الحكومة بعد ذلك أن السكان العائدين من أي سفر دولي، أولئك الذين ثبتت إصابتهم بنتيجة إيجابية،  والذين تم تحديدهم على أنهم مخالطين لشخص تم اختباره، سيكونون مطالبين بموجب القانون بالعزل الذاتي لمدة 14 يومًا، مع أولئك الذين اخترقوا الحجر الصحي يخضع لغرامة 2000 دولار. تم إعفاء المسافرين الأساسيين مثل أطقم العمل وعمال النقل والعاملين في مجال الرعاية الصحية.  وأشار رئيس الوزراء مو إلى المخاوف بشأن أولئك الذين لا يتبعون توصيات العزلة الذاتية السابقة كمبرر للتدبير القانوني ؛  الواقع، في 6 أبريل، تلقى شخص مصاب بـ COVID-19 خرق أمر العزل الإلزامي الذاتي الغرامة الأولى بموجب الإجراء القانوني الجديد، الصادر عن دائرة شرطة ريجنيا. 
768	صفكما تم الإعلان عن قيود إضافية في 20 مارس، لتكون سارية في 23 مارس. تم تقييد جميع المطاعم والحانات والنوادي الليلية لخدمة الطلبات الخارجية فقط (يمكن للبارات والنوادي الليلية القيام بذلك فقط إذا كان العملاء قادرين على الحفاظ على مسافة 2 متر من بعضهم البعض). تم إغلاق جميع المعارض الفنية والمتاحف وغيرها من مرافق الترفيه والتسلية والخدمات الشخصية، وتم تقييد أنواع معينة من العيادات الطبية (مقومين العظام وأطباء الأسنان وفاحصي النظر وأطباء الأطفال والمعالجين المسجلين) على المواعيد غير الاختيارية فقط. تم حظر جميع التجمعات المكونة من 25 شخصًا أو أكثر ما لم يكن جميع المستفيدين قادرين على الحفاظ على مسافة 2 متر من بعضهم البعض.   
769	في 13 أبريل، وسط عدد الحالات الجديدة التي تتجه نحو الانخفاض، أعلن رئيس الوزراء أنه سيبدأ مشاورات مع كبير الموظفين الطبيين بشأن خطط استعادة التجارة والخدمات الطبيعية تدريجيًا، مع خطط لنشر المزيد من المعلومات في وقت مبكر من الأسبوع المقبل إذا كانت الحالات الجديدة في ساسكاتشوان لا تزال ثابتة. وحذر من أن هذه الاقتراحات ستعتمد على "خطة قوية وشاملة وتتبع الاتصال " ، وأنه يجب القيام بذلك بطريقة حذرة، حيث "لا يوجد مفتاح سحري يمكننا قلبه بحيث يعيد كل شيء إلى طبيعته بين عشية وضحاها "، و" قد لا نتمكن من التحرك في بعض المناطق لعدد من الأشهر، أو حتى نحصل على لقاح "، حيث أن المقاطعة" تفشى مرة واحدة وفقط من مقاطعة خرجت هذه الأرقام ".   اعتبرت تريسي زامبوري، رئيسة اتحاد الممرضات في ساسكاتشوان، أن اقتراح مو سابق لأوانه، بحجة أنه يمكن أن يشجع السكان على التوقف عن ممارسة الإبعاد الاجتماعي أو البقاء في المنزل، مما قد يؤدي إلى تجدد الانتشار. 
770	مفي 15 أبريل، وجه رئيس الوزراء جاستن ترودو تحذيرات بشأن الموضوع خلال خطابه اليومي، بحجة أن الأمر سيستغرق "عدة أسابيع أخرى" للوصول إلى نقطة حيث يمكن للحكومات التفكير بأمان في تخفيف قيودها، وحذر من أنه "إذا أعيد فتحنا قريبًا جدًا ، كل ما نقوم به الآن قد يكون بلا مقابل ".  وفي وقت لاحق من ذلك اليوم ، أوضح مو أن القيود المفروضة على التجمعات العامة ، وزيارة مرافق الرعاية الطويلة الأجل ، والعزل الإلزامي للذات بعد السفر الدولي ، وإعاقة السفر غير الضروري ، ستظل سارية "في المستقبل المنظور". حتى مع العدد الأصغر من الحالات ، حذر مو السكان من أنه "يجب ألا يكونوا راضين" ، وبذلك أعلن أن حالة الطوارئ ستمدد لمدة 14 يومًا إضافيًا.  
771	بعد الحاجة في البداية لإرسالهم خارج المقاطعة إلى وينيبيغ ، بدأ مختبر روي رومانو الإقليمي في ريجينا في وقت لاحق في معالجة اختبارات COVID-19 في المقاطعة.  في 9 أبريل ، تم الإعلان عن أن المختبر قام بمعالجة أكثر من 1000 فحص في 24 ساعة.  في 13 أبريل ، أعلن الرئيس مو أن المقاطعة قد بدأت في نشر حوالي اثني عشرة مختبر متنقل ، بدءًا من Meadow Lake و Prince Albert ، للسماح بمعالجة الاختبارات في الموقع في حوالي أربع ساعات. وذكر مو أن المقاطعة تهدف إلى إجراء 1500 فحص يوميًا بحلول نهاية أبريل. 
772	أعلنت الحكومتان المحليتان في غرافيلبورغ وريجينا حالة الطوارئ الخاصة بهما مع قيود أكثر صرامة من تلك التي تفرضها المقاطعة. أعلنت Regina عن عزمها حظر جميع الاجتماعات العامة التي يزيد عدد أفرادها عن 5 أشخاص أو أكثر (خارج المنزل أو أماكن العمل أو كجزء من الخدمات الأساسية) ، وطلب إغلاق متاجر البيع بالتجزئة في فئات محددة للتسوق الشخصي (بما في ذلك الملابس والأثاث والألعاب والسلع الرياضية والألعاب) اعتبارًا من 23 آذار (مارس).  أمر Gravelbourg بالمثل بإغلاق جميع الأنشطة التجارية للجمهور لمدة 14 يومًا (سيظل التسليم والاستلام من جانب الطريق مسموحًا به ، وكانت هناك متطلبات تشغيل خاصة مخطط لها لمتجر Co-op المحلي) ، وأنه لا يمكن أن يكون هناك سوى خمسة موظفين بحد أقصى في مبنى في أي وقت.  جادل عمدة ريجينا مايكل فوجير بأن القيود الأولية لساسكاتشوان لم تكن صارمة بما فيه الكفاية ، بحجة أن اجتماعات 50 شخصًا كانت كبيرة جدً، ا لتجنب انتقال المجتمع المحتمل ، وأنه كان يجب أن تأمر المطاعم والحانات بالإغلاق بدلاً من الحد من السعة. 
773	في يوم السبت 28 مارس 2020، سجلت سانت كيتس ونيفيس خمس حالات إضافية لكوفيد-19 ليصل إجمالي عدد الحالات المؤكدة إلى سبع (7). وصرحت وزيرة الدولة المسؤولة عن الصحة، السيناتور هون ويندي فيبس، في بيان إن «شملت هذه الحالات ثلاث إناث ورجلين جميعهم من مواطني سانت كيتس ونيفيس، الإناث كانت تتراوح أعمارهن بين 10 أشهر و 24 سنة و 36 سنة ، بينما كان المريضان 29 سنة و 39 سنة.» وصرحت بأن جميع الحالات الخمس تتعلق بالسفر «بمعنى أن الحالات تم استيرادها إلى الاتحاد». وصرح وزير الصحة المبتدئ:«لقد اتخذ هذا القرار بناءً على تاريخ سفر المرضى إلى سانت مارتن وأنتيغوا خلال الفترة من 6 إلى 13 مارس 2020».
774	في 22 أبريل 2020، أعلنت الدكتورة شارون بلمار جورج، كبيرة الأطباء، أن جميع الحالات الخمس عشرة المؤكدة في البلد تعافت، بما فيها المرضى المعرضون للخطر بسبب سنهم أو حالتهم الطبية السابقة. وستظل كل التدابير بما فيها حظر التجول سارية المفعول في الوقت الراهن، وحذرت بلمار جورج من ارتفاع عدد الحالات في المستقبل. سئل رئيس الوزراء ألن تشاستانيت عن رفع القيود المفروضة على الكحول، فقال إنه سيبحث في الأمر، ولكنه سيتبع نصيحة كبيرة الأطباء. في 30 أبريل، أعلن تشاستانيت أن حظر الكحول لن يُرفع. وافق أعضاء مجلس وزراء سانت لوسيا على خفض رواتبهم بنسبة 75% بسبب الأزمة الاقتصادية الناتجة عن فيروس كورونا وفقدان عائدات السياحة. وستجتمع الحكومة في 28 أبريل للبحث في خسائر الإيرادات. 
775	في 20  /مارس، سجلت ولاية  سراوق 7 اصابات جديدة  بفيروس كورونا  ليصل المجموع إلى 58 اصابة. وقال نائب رئيس الوزراء داتوك عمار دوغلاس اوغاه انه تم الإبلاغ عن جميع الإصابات ال  7 في كوتشينغ  ويتم حايا  علاجهم  في مستشفى سراوق العام. وكانت 4 من هذه الحالات من بين المجموعة التي حضرت تجمعاً دينياً في مسجد سري بيتالينغ في كوالالمبور في الفترة من 28 شباط/فبراير إلى 1 آذار/مارس وحالتان من بين المشاركين في  التجمع  المحلي في الكنائس  بينما لا تزال حالة واحدة قيد التحقيق. حددت لجنة إدارة الكوارث الحكومية 4 مجموعات محتملة مصابة  بالفيروس  ومن ضمنهم الاشخاص الذين حضروا التجمع الديني في مسجد بيتالينغ السري وهي مجموعة كنيسة كوتشينغ المعمدانية، ومجموعة كنيسة زمالة الأخبار الجيدة، ومجموعة عشاء جمع التبرعات DAP ومجموعة يوم جوزيفيان في مؤسسة سانت جوزيف. وقد توصلت هيئة سراوق للوسائط المتعددة إلى جهاز تتبع بحيث يمكن استخدامه لتتبع ومراقبة مكان الأشخاص الخاضعين  للحجر الصحي المنزلي من خلال ربطه بمعصمهم، كما سيتم استخدام طريقة رسم الخرائط الرقمية لتحديد النقاط الساخنة لعدوى فيروس كورونا  للحد من  انتشاره
776	في 22 مارس، سجلت لجنة سراوق لإدارة الكوارث 8 حالات جديدة مصابة بفيروس كورونا  وبذلك بلغ العدد الإجمالي للحالات 76 حالة. وفي 23 مارس/آذار، أبلغت  لجنة  سارواك عن وفاة  شخص يبلغ من العمر 49 عاماً من بلدة كوشينج، وامرأة تبلغ من العمر 51 عاماً من مدينة ليمبانج جراء الإصابة بالفيروس. كما سجلت  ولاية سراوق 6 حالات جديدة للإصابة بفيروس كورونا، وكلها من كوشينج، وبذلك بلغ مجموع الحالات 82 حالة. كما أعلن  رئيس الوزراء في سراوق  داتوك باتنغي أبانغ جوهاري تون فونغ  عن  حزمة مساعدات خاصة بقيمة 1.15 مليار رينغت للحد من تأثير فيروس كورونا  على الولاية
777	بعد الإصابة الأولى بفيروس كورونا في سريلانكا في 27 يناير، ارتفع الطلب على أقنعة الوجه وواجهت الدولة نقصًا في كميتها. باعت بعض الصيدليات مخزونها الكامل من أقنعة الوجه، ووردت تقارير من بعض العملاء تشير إلى بيع أقنعة الوجه بأسعار أعلى بعشر إلى عشرين ضعفًا مقارنةً مع سعرها الأصلي. كنتيجة لذلك، وضعت وكالة تنظيم الأدوية في الدولة ضوابطًا على أسعار أقنعة الوجه. قامت سريلانكا بإجلاء 33 طالب وعائلة من مواطنيها في ووهان في 1 فبراير، إذ ألزمتهم الحجر الصحي في منشأة عسكرية في دياتالاوا. كما أطلقت سراحهم بعد أسبوعين من الحجر الصحي في 14 فبراير.
778	في 13 مارس، ثبتت إصابة ثلاثة مرضى آخرين بفيروس كورونا في سريلانكا. كان أحد المرضى رجل سريلانكي يبلغ 41 عامًا قادم من ألمانيا. أُحيل إلى مشفى الأمراض المعدية في أنغودا. بينما ظهرت إصابة المريضين الباقيين من المجموعة التي حُجرت صحيًا في مؤسسة في كانداكادو. كان أحدهما شخص يبلغ 37 عامًا قادم من إيطاليا، إذ نُقل إلى الحجر الصحي في كانداكادو عقب دخوله الدولة. يخضع حاليًا للمعالجة في مشفى بولوناروا. في حين كان المريض الآخر رجل يبلغ 43 عامًا قادم كذلك من إيطاليا. يخضع للمعالجة في مشفى الأمراض المعدية في أنغودا.
779	في 14 مارس، ثبتت إصابة خمسة مرضى آخرين بفيروس كورونا في سريلانكا. من بينهم شخص يبلغ 44 عامًا في الحجر الصحي لمخيم كانداكادو الصحي ويخضع الآن للمعالجة في مشفى بولوناروا العام. ظهر مريض آخر يبلغ 43 عامًا من منطقة ناتانديا ويخضع للمعالجة في مشفى كورونيغالا العام. بينما أُصيب رجل آخر يبلغ 42 عامًا في الحجر الصحي لمخيم كانداكادو الصحي أيضًا ويخضع الآن للمعالجة في مشفى بولوناروا العام. عاد كل من المرضى الثلاثة مؤخرًا من إيطاليا إلى سريلانكا. ثبتت إصابة مريضين آخرين بفيروس كورونا في سريلانكا. كان أحدهما امرأة تبلغ 56 عامًا قادمة من إيطاليا، بينما الإصابة الأخرى لفتاة تبلغ 17 عامًا من أقارب إحدى الحالات المؤكدة لكوفيد-19. كما ورد حضور أحد الطيارين المساعدين في الخطوط الجوية السريلانكية، الذين ثبتت إصابتهم بفيروس كورونا، إلى مباراة رويال-ثوميان الكبرى بين فريقي جامعة س. توماس من ماونت لافينيا وجامعة رويال من كولومبو التي انعقدت في الفترة الممتدة بين 12 مارس و14 مارس.
780	في 18 مارس، تماثل المريض الثاني للشفاء من العدوى بالكامل ووردت في اليوم نفسه سبع حالات ما رفع العدد الكلي إلى 50. في 19 مارس، ثبتت إصابة تسع حالات أخرى ما رفع العدد الكلي إلى 59. أحال أحد المرضى القادمين من جا-إيلا نفسه إلى مشفى راغاما بشكوى ألم في الصدر واستمر في الكذب حول تاريخ سفره. بعد ظهور نتائج التحاليل، كان المريض إيجابيًا لكوفيد-19. نُقل المريض إلى جناح العزل لكنه عرّض المرضى وطاقم المشفى وغيرهم للفيروس. كنتيجة لذلك، تحتم إغلاق جناح المشفى بأكمله ووضع الطاقم في الحجر الصحي. في 20 مارس، وردت إحدى عشرة حالة أخرى ما رفع العدد الكلي إلى 70. ظهرت معظم الحالات من مقاطعة غامباها مع 18، 17 حالة من كولومبو و12 أخرى من بوتالام. في 21 مارس، ثبتت إصابة ست حالات أخرى ما رفع العدد الكلي إلى 77. انتقلت العدوى بفيروس كورونا أيضًا إلى ضابط جيش شارك في مرافقة السريلانكيين إلى مراكز الحجر الصحي.
781	أُكّدت إصابة 33 شخصًا من كولومبو بمرض كوفيد-19 في 20 أبريل ليصل العدد إلى 303. واعتُبر أكبر رقم مسجل من حالات كوفيد-19 في يوم واحد من سريلانكا حتى تاريخ 26 أبريل. في 21 أبريل، أُكدت إصابة 6 أشخاص آخرين بكوفيد-19. في 22 أبريل، ظهرت حالة جديدة من منطقة بولوناروا، وهو بحار تابع لمخيم ويليسارا للبحرية، وكانت نتيجة اختباره إيجابية بالإضافة إلى 19 حالة أخرى في نفس اليوم. في 23 أبريل زاد المجموع إلى 368. من بين 38 حالة، كان عدد البحارة من معسكر ويليسارا الموجودين في الحجر الصحي والذين ثبتت إصابتهم بكوفيد-19 من منطقة سودويلا هو 30 بحارًا. في 24 أبريل، أُكّدت إصابة 52 شخصًا وزاد عدد المصابين إلى 420، وهو أكبر عدد من حالات كوفيد-19 الجديدة المُسجّلة في يوم واحد. أما الحالة رقم 415 كانت سيدة حامل في مستشفى دي سويسا، كولومبو، وقد عانت من إجهاض أثناء الولادة. كانت نتيجة اختبار كوفيد-19 إيجابية عند أكثر من 60 شخص في البحرية خلال يومين. كان هؤلاء الضباط يؤدون الخدمة في جا ايلا عندما كُشف عن مرضهم.
782	سُجّلت 25 حالة جديدة في يوم مايو أو عيد الربيع. وفي 2 مايو، اكتُشفت الحالة رقم 700 من كوفيد-19 بالإضافة إلى إصابة 14 مريض آخر، وهذا ما زاد المجموع إلى 705 مع شفاء 182 حالة. في 3 مايو، أُبلغ عن 13 حالة كوفيد-19. في 4 مايو، أبلغت سريلانكا عن حالة الوفاة الثامنة، ووفاة أول أثنى أثناء تلقيها العلاج في مستشفى هوماغاما، وهي امرأة تبلغ من العمر 72 عامًا من بولبيثيغاما في كورونيغالا، وقد كانت تعاني من مرض في الكلى لفترة طويلة. وفي اليوم نفسه، كانت نتائج الاختبار إيجابية عند 37 شخص إضافي.
783	بعد أن جاءت نتيجة الاختبار إيجابية لأحد المرضى من بولوناروا، وهو بحار من معسكر ويليسارا البحري، عُزل المخيم فورًا. واحتُجز نحو 4000 شخص في المعسكر البحري، بمن فيهم البحارة وعائلاتهم، داخل المخيم. كان العديد من البحارة في إجازة عندما أصيبوا بالمرض. في 23 أبريل، كانت نتيجة الاختبار إيجابية ل 30 بحارًا ما رفع العدد إلى 58 في اليوم التالي. بسبب هذا الانتشار السريع، استُدعي جميع البحارة إلى المخيم ونُقلوا إلى مستشفى كولومبو ليخضعوا لمزيد من الاختبارات والاستقصاءات. خضع للحجر الذاتي كل شخص كان على اختلاط مع المرضى. في 24 أبريل، أُعلن المخيم كمنطقة معزولة تمامًا. حتى 28 أبريل، أُبلغ عن 148 حال من داخل مجمع ويليسارا البحري، منهم 45 بحارًا كانوا في إجازة و13 آخرين كانوا على اختلاط مع المصابين. وفقًا لمدير الخدمات الصحية العامة، الدكتور أنيل جاسينغي، فإن إجمالي عدد الحالات في ويليسارا هو 209، منهم 148 داخل المخيم و45 خارجه.
784	حثت الحكومة محلات الأسواق الرئيسية في البلاد مثل كارجيلز وأربيكو سوبر سنتر وسوبر كييلز وساتوسا وشركة إل إيه يو جي إف إس القابضة على بيع المنتجات للعملاء عبر طرق التوصيل للمنازل. يعتبر تطبيق بيك مي أحد شبكات النقل الشائعة في البلاد، وخلال هذه الأزمة، قدم خدمات تتعلق بتوفير العناصر الأساسية مثل الخبز والغاز والبقالة. دخلت بيك مي في شراكة مع شركة لانكا ساثوسا لتوفير المنتجات الأساسية للعملاء عبر التوصيل للمنازل وشراكة أيضًا مع شركة ليترو غاز لتوفير أسطوانات الغاز. عرضت براندكس، وهي الشركة المصنعة الرئيسية للملابس في سريلانكا، أحد مصانعها كمركز للحجر الصحي لمساعدة الحكومة على مكافحة فيروس كورونا.
785	ووفقًا للمبادئ التوجيهية الصادرة عن السلطات، يجب حمل جثث المتوفين بسبب كوفيد 19 وتطهيرها، بينما يُسمح لأقرب الأقارب برؤية وجه المتوفى لفترة محدودة داخل المستشفى، ولا يُسمح لهم بلمس الجثة. يُحظَر التحنيط ويتوجب على دور الجنازات حمل الجثة ووضعها في تابوت مغلق على الفور للتمكن من ممارسة الطقوس الدينية. بالطبع، تكون التجمعات محظورة ويجب حرق الجثث في غضون 24 ساعة من الوفاة. انتقد زعيم المؤتمر الإسلامي السريلانكي رؤوف حكيم قرار جعل الحرق إلزاميًا مدعيًا أن الحرق قد تم بشكل غير قانوني دون اتباع أي من القواعد الدولية أو المبادئ الدينية، وذكر كذلك أنه لا ينبغي حرق الجثث دون اتباع الطرق الدينية المناسبة. أبدت الجالية المسلمة ردودًا مختلطة انتقد بعضها حكيم بينما انتقد البعض الآخر قرار الحكومة. اتهم بعض النشطاء والجماعات الحقوقية الحكومة بعدم اتباع قواعد منظمة الصحة العالمية ولوائحها فيما يتعلق بحرق الجثث المتوفاة بسبب كوفيد 19.
786	في 21 مارس 2020، حثت السلطات جميع الأشخاص الذين حضروا إلى كنيسة فيلادلفيا التبشيرية في جافنا يوم الأحد على تطبيق الحجر الصحي الذاتي لمدة 14 يوم على الأقل. قالت الأنباء إن القس الذي عقد اللقاء في 15 مارس 2020 كان مصابًا بالفيروس؛ إذ ذهب إلى سويسرا في ذلك اليوم مع زوجته لتلقي العلاج الطبي. قيل أيضًا إنه أصيب بالفيروس بعد قدومه إلى سريلانكا. أكد حاكم المقاطعة الشمالية ب.س.م. تشارلز أن الكاهن المصاب بأعراض فيروس كورونا عانق وبارك جميع المصلين أثناء اللقاء. وفقًا لإيكونومي نيكست، حضر ذاك اللقاء نحو 240 شخص. خضع 3 منهم للعلاج الطبي في مستشفى جافنا التعليمي، وخضعوا جميعًا للعزل.
787	منعت الحكومة وصول المسافرين من عدة دول في أوروبا بما في ذلك إسبانيا والنرويج وسويسرا وبلجيكا والسويد وألمانيا وفرنسا والنمسا وهولندا، وامتد ذلك ليشمل المملكة المتحدة في 15 مارس. فُرِضَ حظر السفر على المسافرين الأجانب من الهند وكوريا الجنوبية وإيران. ألغت الخطوط الجوية السريلانكية العديد من الرحلات المجدولة من عدة دول بما في ذلك الهند وسط مخاوف انتقال كوفيد 19. حتى منتصف الليل 17 مارس 2020، أمرت الحكومة السريلانكية بفرض قيود على السفر إلى كندا والبحرين وقطر. عُلِّق هبوط الطائرات أيضًا لمدة أسبوعين من 19 مارس حتى 25 مارس في مطار بي آي إيه باستثناء طائرات البضائع.
788	أمرت السلطات الصحية بالعزل الذاتي لمدة 14 يومًا لأولئك الذين حضروا المباراة الكبرى السنوية، وهي مباراة كريكيت تقام بين كلية سانت توماس في جبل لافيينا والكلية الملكية في كولومبو والتي تُعرف أيضًا باسم باتل أوف ذا بلوز. رُفِعَ التحذير بعد إصابة أحد الحضور وأحد الطلاب السابقين لكلية سانت توماس بالفيروس، إذ كان يعمل هذا الشخص أيضًا كأحد الطيارين المساعدين في الخطوط الجوية السريلانكية. حذر المسؤولون من احتمال انتشار الفيروس إلى الحشد بشكل رئيسي، بما في ذلك الفتيان الأكبر سنًا في مدارسهم لأنهم تجمعوا بأعداد كبيرة. قيل في وقت سابق أن الرئيس غوتابايا راجاباكسا حث المنظمين على إلغاء المباراة الكبرى لكن المنظمين تجاهلوا التعليمات التي قدمها الرئيس ومضوا قدمًا في المباراة. أمرت العديد من الشركات موظفيها الذين حضروا المباراة الكبرى بعدم الحضور للعمل لمدة 14 يوم.
789	قدم أحد أفراد طاقم السفينة السريلانكي، أنورا باندارا هيراث، طلبًا إلى الحكومة السريلانكية على وسائل التواصل الاجتماعي لتجمل مسؤوليته عندما وصلت سفينة الرحلات البحرية إلى ميناء كولومبو للتزود بالوقود والإمداد في طريق عودتها إلى إيطاليا. استجابة لطلب المواطن السيرلانكي، طلب الرئيس من قائد البحرية السريلانكية نائب الأدميرال بيال دي سيلفا إحضاره إلى الشاطئ. قام فريق من الوحدة الكيميائية والبيولوجية والإشعاعية والنووية التابعة للبحرية بإحضاره ونقله إلى الشاطئ. توجّه هيراث إلى مركز الحجر الصحي في بوسا ليقضي 14 يومًا من الحجر الإلزامي. نزلت راكبة ألمانية تبلغ من العمر 75 عامًا أيضًا بسبب معاناتها من أمراض قلبية، وأُدخِلَت على هذا الأساس إلى مستشفى سريلانكا الوطني. في 13 أبريل، ورد أنها توفيت في المستشفى نتيجة مضاعفات مرضها وفقًا لمصادر المستشفى.
790	أعلن عضو لجنة الانتخابات ماهيندا ديشابريا في 19 مارس أن الانتخابات البرلمانية السريلانكية لعام 2020 ستُأجل حتى إشعارٍ آخر بسبب جائحة كوفيد-19. أصرت الحكومة السريلانكية في البداية على إجراء الانتخابات في موعدها المحدد في 25 أبريل على الرغم من جائحة كوفيد-19، وحظرت السلطات التجمعات والمؤتمرات الانتخابية. أرسلت لجنة الانتخابات في سريلانكا رسالة إلى رئيس الوزراء راجاباكسا في 3 أبريل 2020 طالبةً توضيح رأي المحكمة الدستورية بشأن تأجيل الانتخابات البرلمانية، واعتبرت اللجنة أنَّ الانتخابات لا يمكن إجراؤها قبل 1 يونيو على أقل تقدير. رد الدكتور جاياسونديرا سكرتير الرئيس على رسالة اللجنة بأنها مخالفة للبند 24 من قانون الانتخابات البرلمانية في سريلانكا، وطلب من اللجنة التحضير لإجراء الانتخابات في موعدها المحدد، ما أثار جدلًا بين مكتب الرئيس ولجنة الانتخابات.
791	أغلقت بورصة كولومبو عند أدنى مستوى لها منذ ثماني سنوات وسط مخاوف من انتشار فيروس كورونا. توقفت أنشطة سوق الأسهم لأكثر من 30 دقيقة في 13 مارس. وفي 5 مارس 2020 أصدر البنك المركزي السريلانكي مراجعةً للسياسة النقدية، وقررت السلطات الحفاظ على أسعار الفائدة دون أي تغيير (بين 6.5% - 7.5%) على الرغم من تفشي الوباء. لكن البنك المركزي وفي خطوة مفاجئة أصدر مراجعة جديدة في 16 آذار خفَّض فيها من توقعاته للسياسة النقدية بمقدار 25 نقطة، وخفَّض نسبة الاحتياطي بمقدار نقطة واحدة، وواصل المصرف المركزي السريلانكي إجراءاته الداعمة لنمو الاقتصاد، وطلب حاكم البنك المركزي من المؤسسات المالية ألا تصاب بالذعر بسبب التأثير الاقتصادي الناجم عن فيروس كورونا. أعلنت لجنة الأوراق المالية والبورصات في 18 مارس إغلاق بورصة كولومبو حتى 19 مارس، ثم أغلقت اللجنة البورصة مجددًا في 23 و24 مارس، ومن المقرر أن يُعاد افتتاح بورصة كولومبو في 11 مايو.
792	طلب البنك المركزي من القطاع المصرفي تشغيل الأنشطة المصرفية لمدة ساعتين على الأقل يوميًا اعتبارًا من 23 مارس، وشجعت البنوك الناس على استخدام المعاملات الإلكترونية وخدمات الصراف الآلي بدلًا من النقود. أعلن الخبراء أن البلاد من المرجح أن تسجل معدل نمو سلبي قياسي لأول مرة منذ عام 2001 بسبب الضغوط الاقتصادية الناجمة عن جائحة فيروس كورونا. صرح بنك سيلون التجاري أنه سيساعد العملاء الذين أثرت عليهم جائحة كوفيد-19. يعتبر الصيادون من أشد المتضررين بسبب جائحة كوفيد-19 في سريلانكا، إذ انخفضت أسعار الأسماك المصدرة إلى الاتحاد الأوروبي بشكلٍ رئيسي، وكان الصيادون غير قادرين على بيع أكثر من 400 طن من الأسماك التي اصطادوها مؤخرًا بسبب القيود التي تفرضها السلطات.
793	هرعت الجماهير إلى محلات السوبر ماركت ومراكز التسوق في 12 و13 و14 مارس لشراء السلع والأغذية بالجملة وسط تكهنات بأن البلاد قد تواجه إمكانية الإغلاق العام بسبب مخاوف من تفشي فيروس كورونا، وانتشرت شائعات في وسائل التواصل الاجتماعي تفيد أيضًا أن هناك نقصًا حادًا في مختلف السلع في البلاد. حثت الحكومة السريلانكية فيما بعد المواطنين على عدم الذعر غير المبرر بشأن وباء كورونا، وأكدت أنه لا يوجد أي نقص في السلع الأساسية في البلاد بما في ذلك النفط والمواد الغذائية، وأعلن رئيس غرفة صناعة الأدوية في سريلانكا كاستوري تشيلاراجي ويلسون أنه لا يوجد أي نقص في المنتجات الصيدلانية والأدوية الأساسية.
794	أُكِّدَت الحالة الأولى رسميًا في سلوفينيا في 4 مارس 2020.  تم استيرادها من قبل سائح يسافر من المغرب عبر إيطاليا، وهي مركز السارس CoV-2 في أوروبا. كانت الأيام الأولى من الوباء صعبة على سلوفينيا بسبب استقالة رئيس الوزراء مرجان زاريك في أواخر يناير وما أعقب ذلك من تشكيل حكومة جديدة. أُكِّدَت الحالة الأولى بعد يوم واحد من انتخاب جانيز جانشا رئيسًا للوزراء. خلال الفترة الانتقالية، تصاعد تفشي المرض. عُقد اجتماع مشترك بين الحكومة المنتهية ولايته والحكومة القادمة في 10 مارس 2020. كانت الحكومة المؤقتة المنتهية ولايتها في مرجان زاريك مسؤولة عن إدارة الأزمات حتى 14 مارس 2020.
795	من أجل محاربة كويد-19، شُكِّلت لجنة متعدد الوزارات في 22 يناير، بمشاركة وزير التطوير الوطني لورانس وونغ، ووزير الصحة غان كيم جونغ كرئيسين لهذه اللجنة، ورئيس الوزراء لي هيسين للونغ ونائب رئيس الوزراء ووزير المالية هينغ سوي كيت كمستشارين. ساهمت سنغافورة أيضًا بمبلغ 500,000 دولار لدعم جهود منظمة الصحة العالمية في محاربة كوفيد-19. استجابة لازدياد أعداد الحالات الجديدة، أعلنت سنغافورة في 3 أبريل مجموعة صارمة من التدابير الوقائية دُعيت مجتمعة «قاطع الدائرة» على أن تُطبَّق من 7 أبريل وحتى 4 مايو. مُدِّدت تدابير قاطع الدائرة في 21 أبريل حتى 1 يونيو عقب حدوث انتقال مستمر لا يمكن تتبعه ضمن المجتمع.
