INPUT:text	INPUT:text_id	GOLDEN:is_correct
F-Zero est un jeu de course futuriste ou les vehicules peuvent depasser les 400 km/h. Le joueur commence par choisir un des quatre pilotes proposes, chacun ayant des performances qui lui sont propres. Le but du jeu est alors d'arriver avant les autres pilotes a la ligne d'arrivee en evitant les pieges dissemines sur le circuit, tels que les mines, les zones glissantes ou les aimants. Chaque course demande au joueur d'effectuer cinq tours du circuit ; ce dernier doit terminer chaque tour avec une place minimale de plus en plus elevee sous peine d'etre disqualifie de la course. Il est necessaire qu'il termine la course au moins a la troisieme place s'il ne veut pas perdre de vie et devoir recommencer la piste. A chaque tour complete, le joueur est recompense par un bonus de vitesse d'environ quatre secondes, le « Super Jet », utilisable quand il le souhaite, ainsi qu'un nombre de points qui varie en fonction de sa place. Il peut stocker jusqu'a trois bonus de vitesse, dont la presence est indiquee par des icones verts en bas a droite de l'ecran. Une vie est offerte au joueur tous les 10 000 points.	31	yes
Wu (1994), lors d’une étude de terrain dans la Kuan Kuo Shi Nature Reserve, dans la province du Koueitchéou (centre-sud de la Chine), rapporte la découverte de 11 nids dont la ponte varie de cinq à sept œufs couvés par les femelles seules pendant 23 jours. Les mâles étaient habituellement appariés à deux femelles.Liang et al. (2002), dans une intéressante étude par radio-émetteurs, dans la réserve de Kuankuoshui (province de Guizhou), ont montré que les femelles quittaient très peu leur nid durant les 23 jours d’incubation ; une seule fois pour deux des femelles marquées. Les femelles couvant n’étaient pas du tout farouches ; les auteurs citent même le cas de poules qu’ils ont touchées durant la couvaison, sans que celles-ci ne s’envolent ou quittent même le nid, et qu’il fallait déplacer à la main puis remettre dans le nid à fin de vérification des œufs. Aucun mâle ne se trouvait dans le voisinage immédiat du nid.	4402	yes
Nina Janos est soulagée lorsque, rentrant prématurément d'une soirée costumée chez des amis, elle trouve un clown égorgé dans sa bibliothèque : elle pense être débarrassée de son mari, qu'elle qualifie de parfait salaud, et qui était censé être à Los Angeles pour ses affaires. Mais au démaquillage, il apparaît que la victime n'est que le bras droit de Ludovic Janos, Alton Chase. D’ailleurs, le mari - qui qualifie son épouse de nymphomane - est rentré chez lui bien vivant, au grand désespoir de l'éphémère veuve, qui avoue ne l'avoir épousé que pour son argent. Chez les amis, où la fête continue, Al Wheeler découvre qu'il y avait bien un clown au début de la soirée, et peut-être même deux. Dans un milieu où l'on mélange argent, alcool, sexe et haine, Ludovic Janos apparaît comme l'homme à abattre, celui que tout le monde jalouse et déteste. Mais ce n'est pas lui qui est mort...	4360	yes
Hennache et Ottaviani ont également observé des cas de parade latérale en captivité, où le mâle s’approche lentement de la femelle en émettant quelques gloussements. Puis  il se place sur l’un de ses côtés, les caroncules élargies, tout en déployant la queue et en gonflant amplement le plumage au point de paraître presque le double de sa taille. Le haut du dos et de la poitrine roux mordoré brille alors d’un vif éclat au soleil. Ainsi paré, il la regarde fixement et exhibe son casque argenté en baissant la tête, ainsi que son aile barrée qu’il laisse traîner au sol. Mais la femelle reste rarement immobile et à mesure qu’elle se déplace, il lui barre le chemin en recommençant son manège, la queue parfois tournée vers elle.	4376	yes
Marino et Marisa doivent se marier. C'est compter sans les ragots dénués de fondements qui sont rapportés à Marino... Celui-ci rompt alors les fiançailles. Quelques années plus tard, Marino est pris de regrets et tente de retrouver Marisa. Malheureusement, celle-ci a tenté de se suicider et est à l'hôpital... Elle a épousé un sourd-muet pour lequel elle n'éprouve pas d'amour et retrouve avec bonheur son premier fiancé. Le couple reformé tente de se débarrasser du mari. Celui-ci retrouve ses facultés et décide de devenir moine et c'est lui qui marie le couple...	4292	yes
Un total de cinquante-six espèces d'insectes sont identifiées. Ce sont une sauterelle (Phisis willemsei), six coléoptères (Caccodes marquesanus, Prionocerus caeruleipennis, Laius palauensis, Bradymerus faraulepensis), dont une chrysomèle (Brontispa mariana) et une coccinelle (Telsimia nitida), deux cicadelles (Cicadulina bipunctella, Orosius argentatus,), un cercope (Lallemandana phalerata), dix-sept diptères (Chrysosoma molestum, Dacus frauenfeldi, Dasyrhicnoessa phyllodes, Homoneura prisca, Homoneura acrostichalis, Limnophora piliseta, Dichaetomyia vicaria, Musca domestica, Lophoteles plumula, Melanagromyza phaseoli, Ophiomyia cornuta, Pseudonapomyza spicata, Parasarcophaga knabi, Telostylinus gressitti, Mimegralla albimana) dont deux nématocères (Thrypticomyia arachnophila, Trentepohlia poliocephala), deux psoques (Valenzuela kraussi, Lobocaecilius fennecus), cinq punaises (Cyrtopeltis nicotianae, Creontiades pacificus, Nysius caledoniae, Nysius pulchellus, Pachybrachius pacificus), deux cochenilles (Icerya aegyptiaca, Dysmicoccus boninsis), six fulgores (Romabenna praetor, Myndus indéterminé, Ugyops kinbergi palauana, Sogatella kolophon, Kamendaka lar, Swezeyia polyxo). L'île compte également huit libellules (Anaciaeschna jaspidea, Anax guttatus, Diplacodes bipunctata, Neurothemis terminata, Pantala flavescens, Rhyothemis phyllis, Tholymis tillarga, Tramea transmarina) vivant principalement près des cuves en béton utilisées pour la culture des aracées, et cinq papillons (Euchrysops cnejus, Lampides boeticus, Zizula hylax, Euploea eunice, Hypolimnas bolina).	4305	yes
Monsieur N. n'avait pas été un criminel toute sa vie. La preuve, il avait déjà 9 ans quand il tua pour la première fois. Bien entendu, à cette époque, il n'était pas encore Monsieur N. Il était Léo, petit garçon qui passait ses vacances chez Mémé et Pépé... Et puis, vingt ans plus tard, le voici, rôdant autour de la maison de la famille Mintz. Les parents sont sortis, les enfants font du pop-corn, Odette voudrait aller chercher un sapin au cimetière, elle craint que le Père Noël ne les oublie. Monsieur N. ne les oublie pas, lui. Il a déjà tué son chien Thor, il a mis un manteau rouge, il se prépare et son cœur se remplit d'allégresse de les tuer quand il se rend compte que la famille Mintz est....juive !  	4291	no
La Faisanderie désigne une forêt et sa maison forestière, un ancien parc intégralement entouré d'un mur, un domaine de chasse et d’élevage de faisans et  aujourd’hui une zone d’activités situés sur les territoires communaux de Saverne, Monswiller et Steinbourg.  Dans le prolongement du « petit parc »  du château de Rohan, ancienne résidence des princes-évêques de Strasbourg, le « grand parc » fut converti en faisanderie au XVIIIe siècle par Armand-Gaston-Maximilien de Rohan.  Avec la réalisation du grand chemin de Steinbourg, la plus grande partie de la forêt au sud du chemin sera dénommée « grand parquet »  et prendra le nom de Faisanderie jusqu’à aujourd’hui. Le « petit parquet » au nord du chemin comporte une grande pièce d’eau appelée « le Canal »  qui s’étendait du château épiscopal jusqu'à Steinbourg, intégré aujourd’hui dans le canal de la Marne au Rhin.  Comme il le raconte dans son œuvre autobiographique, Poésie et vérité , Johann Wolfgang von Goethe vint à Saverne à cheval avec deux amis de Bouxwiller pendant l’été  1770: il découvrit les jardins baroques, le parc et le canal du château épiscopal. Ce n’est pas le château actuel construit en 1779 qu’il admirera mais celui des précédents princes-évêques bâti en 1670Le deuxième jour de son séjour à Saverne, Goethe monte le col de Saverne pour voir le paysage et les aménagements baroques du petit et grand parc bordés par le canal de plaisance. Il écrit son ressenti  dans Poésie et vérité au 10e livre en ces termes : « La vue sur le jardin est magnifique, et un canal d’une longueur de trois quarts d’heure, axé en ligne droite sur le centre du château, donne une haute idée de l’importance et des pouvoirs qu’avaient les précédents propriétaires. »Les princes-évêques de Strasbourg de la maison de Rohan, proches des grands du royaume de France,firent comme tous les grands princes de l'époque : imiter le château de Versailles et son parc créé en 1668, traversé dès 1677 par des allées rectilignes et ceint de murs de clôture munis de grilles aux portes d'accès.  Les termes utilisés comme « Grand Parc » et « Petit Parc » sont également calqués sur la terminologie en vogue au château du roi-soleil. À quelques kilomètres de Saverne, le comte Johann Reinhard III de Hanau-Lichtenberg avait aménagé dès 1701 un jardin, un potager et deux faisanderies au-dessus du château de sa résidence à Bouxwiller, capitale locale du Comté de Hanau-Lichtenberg. Les faisanderies se ressemblent pratiquement toutes dans le secteur ; l'une est fermée et l'autre non. On y trouve un pavillon pour le faisandier, des courettes grillagées et des loges d'élevage pour les faisans. Un autre exemple célèbre se trouve à la Faisanderie créée en 1730 par le duc de Lorraine, futur empereur des Romains, François III, au Château de Lunéville, maintenue par son successeur Stanislas Leszczynski. 	4420	yes
Le régime alimentaire du faisan vénéré comporte des graines de légumineuses contenues dans des gousses (de type fève), des glands, des graines et des bourgeons, des tubercules, des radis et des plaqueminiers sauvages (kakis : Diospyros kaki) complétés de quelques insectes avec leurs larves (Hennache & Ottaviani 2006).Les études menées par Wu et al. (1994) en forêt de Tuoda dans la province du Kouetcheou précisent qu’il consomme des glands de chênes (Quercus, Lithocarpus), des baies d’un buisson-ardent (Pyracantha forluneata) et d’un cotonéaster (Cotoneaster dammeri) et aussi des cynorhodons (Rosa maisei).	4414	yes
Plus récemment, l’étude de Sybile Moulin (Moulin 2003, Moulin et al. 2003), basée sur le séquençage d’ADN mitochondrial de nombreux échantillons de peaux ou de plumes provenant d’oiseaux vivants ou conservés dans des muséums américains, anglais et français, a montré que toutes les sous-espèces reconnues jusqu’alors comme appartenant à leucomelanos sont bien des kalijs. La différenciation génétique entre les sous-espèces leucomelanos et nycthemera est nettement marquée, la limite géographique entre les deux espèces étant définie par le tracé du Paléomékong. Les sous-espèces lineata et crawfurdi replacées par McGowan & Panchen dans l’espèce nycthemera sont bien des leucomelanos. La confusion vient du fait, et Sybile Moulin le fait bien ressortir dans son étude, que les descriptions ont été faites, de façon arbitraire par Delacour, sur la base de la biogéographie.	4407	yes
Le 27 mai 2009, le plus important journal de Norvège, le Verdens Gang, est le premier à donner à l'album d'Alexander la note de 6 sur 6. « Alexander Rybak est non seulement devenu une star intemporelle, mais il en mérite aussi le statut », pense le journal. Le même jour, on apprend que l'album a été répandu illégalement sur le réseau internet. Le journal norvégien Dagbladet est un peu moins enthousiaste : « Rybak est séduisant, mais pas pleinement convaincant. » disent leurs critiques, donnant à l'album une note de 4 sur 6. Aftenposten, quant à lui, lui octroie la note de 5 sur 6, considérant Rybak comme « un artiste complet ». Cependant, le journal suédois Aftonbladet semble ne pas apprécier : il n'accorde à l'album qu'une seule étoile et emploie des épithètes telles que « le violon hobbit » ou encore « le schtroumpf frappé » pour désigner l'artiste. TV2 en Norvège accorde à l'album 4 étoiles sur 6, pensant que Rybak n'est « pas du tout un one-hit wonder ». Quant à NRK, il donne une bonne note à l'album en disant que Rybak est « un bon compositeur de pop ». Dagsavisen donne 5 points sur 6, s'exclamant « le conte de fée continue ! ». La station de radio norvégienne P4 Radio Hele Norge donne à l'album une relative mauvaise note de 2 étoiles le considérant comme « écrit et composé pour les filles de 13 ans et les amoureux de l'Eurovision ». Enfin, le journal norvégien Bergensavisen a été impressionné par le record et plus particulièrement par le « style personnel » de l'album, et lui octroie ainsi 5 étoiles.	4288	yes
Le nid est généralement caché dans la végétation. En Chine, par exemple, au milieu de bambous. La femelle y pondra 5 à 12 œufs rougeâtres qu'elle couvera seule durant 22 à 23 jours, sans boire ni manger. Les jeunes savent voler au bout de deux semaines mais ne quitteront leur mère qu'après avoir atteint leur taille adulte, à l'âge de 4 mois. Ils seront sexuellement mûrs au bout d'un an pour les femelles, et deux pour les mâles. Ces derniers devront attendre une année supplémentaire pour revêtir leur plumage d'adulte.	4399	yes
MacGowan a choisi le nom de la chanson d'après un roman de J. P. Donleavy de 1973, A Fairy Tale of New York, que Finer lisait. En janvier 1986, le groupe a enregistré la chanson pendant les séances avec Costello qui permettrait de produire l'EP Poguetry in Motion, avec la bassiste Cait O'Riordan pour le chant de la partie féminine. La majorité des paroles ont été écrites alors que MacGowan était alité à Malmö, victime d'une double pneumonie au cours d'une tournée des Pogues en Scandinavie fin 1985. Toutefois, en dépit de plusieurs tentatives d'enregistrement, le groupe n'était pas satisfait des résultats et la chanson a été temporairement mise de côté.	4284	yes
Le faisan du Viêt Nam est découvert en 1964, et Vo Quy le décrit en 1975 sous le nom scientifique Lophura hatinhensis. Il est alors reconnu comme une espèce propre par la communauté scientifique, quoique parfois traité comme sous-espèce du Faisan d'Edwards Lophura edwardsi hatinhensis (del Hoyo et al. 1994). La validité du taxon est remise en cause dans les années 2000 (Madge & McGowan 2002, Hennache & Ottaviani 2005). De nombreux avis divergents sur leur taxinomie apparaissent. Certains ornithologues pensent qu'il pourrait s'agir d'un hybride, d'une sous-espèce ou d'un mutant génétique du Faisan d'Edwards.	4405	yes
Depuis  1719, la Faisanderie devint un  parc de chasse qui n’a pas été créé ex nihilo pour les princes-évêques  résidant au château de Saverne. Il existait déjà auparavant le domaine de chasse désignée en langue allemande par « Tiergarten »,  terme qu’on connaît davantage pour le parc au centre même de Berlin. Le 8 juin 1718, le cardinal Armand-Gaston-Maximilien de Rohan promulgua un règlement de chasse pour cette domaine giboyeux afin d’annuler les permissions de chasse sur les terres de l’évêché de Strasbourg dont certains chasseurs auraient abusé auparavant. Ce ne fut pas la fin des permissions spéciales pour chasser dans le bois de la Faisanderie, cela revint  à redémarrer une nouvelle phase où le cardinal se réserva d’abord  le droit d’accorder de nouvelles permissions et finança ensuite une équipe de garde-chasses pour verbaliser les contrevenants, appréhender les braconniers ou détruire les pièges posés par ceux-ci. En dehors des garde-chasses, le cardinal fit appel à des garenniers et  des faisandiers. Des territoires de chasse étaient aménagés à proximité directe du château. En 1716, Armand Gaston de Rohan avait fait aménager une garenne en contrebas du château du Haut-Barr destinée à l’élevage des lapins ; il reste aujourd’hui encore  des vestiges de cette garenne entourée d’un mur. Une partie de la forêt de la Monsau, à l’est du château épiscopal, fut attribuée à l’élevage et à la chasse des faisans. Le parc de la Faisanderie sera complètement entouré d’un mur à partir de 1730 et sa surface totale intra-muros atteignait environ 350 ha . Dès qu’une chasse était annoncée, garenniers et faisandiers lâchaient lapins et faisans pour être sûr que le gibier ne manquerait pas quand les invités de marque du cardinal arriveraient dans les bois pour les plaisirs cynégétiques très en vogue à l’époque. À partir 4 août 1789, le droit de chasse aristocratique fut supprimé. Il faudra attendre la loi du 3 mai 1844 pour que le braconnage soit réprimé et les nouveaux règlements de chasse soit promulgués en fonction du droit de propriété.	4424	yes
Les habitants de Fais entretiennent de fortes relations avec ceux de l'atoll d'Ulithi. Ils sont invités à participer chaque année au Cultural day organisé sur l'atoll. La danse Langelpiy réalisée par les hommes d'Ulithi est aussi connue à Fais. Des contes enregistrés à Ulithi en 1960 mettent en évidence l'importance des danses dans la culture des insulaires de Fais : dans l'un d'eux, des femmes accueillent des ulithiens par des danses, dans un autre, un mari de Fais quitte sa maison et sa famille, ce dont profite un mauvais esprit, pour aller danser jusqu'au petit matin dans la maison des hommes. Des danses réalisées par des femmes puis d'autres par des hommes ont été données en l'honneur d'un des membres de l'équipage du Boeing B-29 Superfortress américain qui avait amerri près de l'île en 1945. Celui-ci, revenu sur l'île en 2002, est nommé par le chef suprême Carlos Haruei, citoyen honoraire, consul et chef de l'île.	4347	yes
Le lendemain matin, Gwen découvre que Newton est parti au milieu de la nuit. Cependant, il a involontairement laissé derrière lui le dessin de la maison qu'il avait construite pour Becky. Son intérêt piqué par le dessin, Gwen prend un  bus pour aller voir la maison. Elle est charmée par celle-ci, et décide d'emménager. Gwen va au magasin général de la ville, où elle facture ses courses sur le compte de « Newton Davis ». Lorsqu'on l'interroge à ce sujet, Gwen, qui se révèle être une virtuose du mensonge, dit qu'elle est la femme de Newton. Gwen rencontre Becky, et invente une longue histoire romantique sur la façon dont ils sont tombés amoureux ; ce qui surprend et impressionne Becky. Gwen rencontre également les parents de Newton, qui ont le cœur brisé à l'idée que Newton se soit « marié » sans leur dire, mais Gwen parvient à arranger les choses avec eux par son charme.	4351	yes
La destruction de l’habitat et la chasse alimentaire sont les deux principales causes de raréfaction de cette espèce. Les brûlis annuels empiétant sur son biotope forestier, les reboisements avec des plantations denses de conifères et l’intensification de l’agriculture posent problème en Thaïlande. Le raccourcissement des périodes d’alternance entre le battage des céréales et le brûlis des chaumes constituent une pratique agricole brutale dans le nord-est de l’Inde.Cependant, aujourd’hui, Birdlife International (2004) ne la considère plus que comme « presque menacée » en raison de la découverte récente de 20 nouveaux sites où l’espèce serait présente dans le nord-est de l’Inde, et de 24 autres qui restent à confirmer.	4384	yes
Ils se composaient de baguettes de bouleau ou d’orme, assemblées et liées tout autour avec des courroies en forme de fascine. Sous les rois et dans les premières années de la République, on plaçait aussi au milieu des baguettes une hache (securis) ; mais, après le consulat de Publicola, aucun magistrat, excepté le dictateur n'eut le droit d'avoir les faisceaux avec hache dans la ville de Rome, à l’intérieur du pomerium, d’où la peine de mort était exclue. Ils ne furent plus donnés qu'aux consuls à la tête de leurs armées et aux questeurs dans leurs provinces.	4460	yes
La documentation archéologique illustre la présence de nombreux échanges avec les îles Yap depuis les débuts de l'occupation humaine. Au début du XXe siècle, Augustin Kraemer témoigne également des nombreux échanges. Fais a été intégrée au sawei, système de relations hiérarchiques entre les îles Yap et les îles extérieures de Yap, qui a fonctionné pendant cinq siècles avant que les colons allemands puis japonais n'interdisent les voyages inter-îles. Bien que les yapais n'aient eu qu'une hégémonie réelle très limitée sur ces îles, ce système fournissait des avantages appréciables pour l'ensemble des parties,. Du fait de leur proximité avec les îles Yap, Ulithi et Fais bénéficiaient d'un statut spécial. Beaucoup d'îles entretenaient des relations avec une île, à l'ouest, qui lui était supérieure et une ou plusieurs autres, à l'est, qui lui étaient inférieures. Tous les deux ou trois ans, des échanges de biens tels que des tissus ou des produits alimentaires marquaient la reconnaissance de ces relations,. La valeur accordée aux tissus était corrélée à leur complexité : un bateau ne partait donc jamais vers les îles Yap sans machi, un tissu de fibres végétales aux motifs recherchés,. Au début du XXe siècle, l'atoll d'Ulithi prélevait une taxe annuelle sur les bateaux de Fais.	4318	yes
Pour les FH de fréquence supérieure à 8 GHz, les précipitations entraînent des pertes également considérables, d’autant plus que le taux de précipitations (en mm/h) et la fréquence sont élevés. De plus, la phase de ces précipitations influence également l'atténuation du signal. Ainsi la neige, qui a une très petite constante diélectrique, a beaucoup moins d'influence que des gouttes de pluie de même masse. La neige fondante, d'autre part, allie le large diamètre des flocons et le coefficient de la pluie pour créer un obstacle plus important que les deux séparément que l'on nomme la « bande brillante ». Ainsi le passage d'une onde de 10 cm dans cette bande rencontre de trois à trente fois plus d'atténuation que dans la pluie sous la bande.	4462	yes
Le tissage du machi, un tissu de fibres végétales teintées aux motifs recherchés, un aspect important de l'identité féminine, a été relancé au début des années 2000 avec la création d'une école spécifique. Ce tissu possédait et possède encore un rôle symbolique très important : il permettait entre autres d'être pardonné d'avoir provoqué une mort accidentelle, jouait un rôle important lors de la cérémonie d'investiture d'un nouveau chef et constituait un cadeau de choix dans le cadre du Sawei, un système de relations hiérarchiques entre les îles Yap et les îles extérieures de Yap.	4296	yes
Le Faisan de Sumatra est confiné au parc national Leuser dans le nord de Sumatra. La description de cette forme ne reposait que sur l’existence des peaux de deux femelles collectées en 1937 et 1939. Depuis cette époque, aucun autre spécimen n’avait été observé jusqu’au début 1999 quand Resit Sözer trouva trois couples vivants sur un marché du nord de Sumatra (Garson 1999). D’après les chasseurs, ils provenaient du parc national de Gubung-Leuser. Quatre des oiseaux moururent et leurs peaux sont conservées au musée zoologique de Bogor à Java. Un couple, toujours vivant, est gardé en volière à Sukabumi à Java. Le mâle a pu être décrit d’après ces oiseaux. Il ne diffère pas morphologiquement du Faisan de Salvadori (Lophura inornata). La femelle se distingue de celle d’inornata par l’absence de couleur brun-roux. Elle est brune, vermiculée de noir avec la gorge blanchâtre, la couleur rousse n’apparaissant que sur le bas du dos, le croupion et les flancs.	4392	yes
Cette espèce est supposée polygame, mais Severinghaus (1977) pense qu’elle pourrait être monogame. D’après Bridgman et al. (1997), il semble que le territoire de la femelle soit plus vaste que celui du mâle (13,7 ha contre 7,4 ha) et qu’il varie selon la saison : il est plus grand en automne (8,8 ha) et au printemps (13,1 ha) et plus petit en hiver (1,6 ha). Bien qu’il s’agisse d’une espèce plutôt silencieuse, le mâle émet un doux gloussement « chap-chap-chap » suivi d’un sifflement aigu en période de reproduction. La femelle émet un doux « claaack » comme cri de contact ou de ralliement pour ses poussins.	4409	yes
Le faisan vénéré vit généralement en groupes comptant, dans 87 % des cas, deux à cinq faisans, mais des compagnies plus nombreuses, jusqu’à 13 oiseaux, ont été observées. Cette agrégation a été particulièrement bien étudiée par Sun et Zhang (2003) dans la réserve de Dongzhai. Ces groupes peuvent soit être composés d’oiseaux du même sexe soit, plus rarement, d’oiseaux de sexes différents. La majorité des groupes mixtes ne comprennent qu’un seul mâle avec plusieurs femelles (62 % des cas). Dans 64 % des cas, les groupes de mâles ne comprennent que deux mâles et dans la quasi-totalité des cas ceux de femelles trois ou quatre oiseaux. La structure des groupes change suivant les saisons, les adultes quittant le groupe au moment de la reproduction, et les rejoignant après cette période.	4416	yes
La forêt de la Faisanderie  appartenait à l’origine à l’abbaye d’Andlau. Avant 1730, elle était composée de futaies, taillis et broussailles au sein desquels  plusieurs arpents ont été ensemencés de céréales. À l’origine le parc de la Faisanderie à proprement parler, donc sans le bois de Steinbourg et la forêt de Monsau, fut en grande partie entouré d’une palissade. Un peu plus tard, un mur entoura complètement le parc. Il n’existe plus aujourd’hui ; il ne reste que le mur en pierres sèches de l’enclos d’élevage des faisans à l’emplacement actuel de la maison forestière de la Faisanderie.  	4423	yes
Après des années 1980 où il a obtenu des tubes variété-rock (avec Lili voulait aller danser, Cœur de rocker, La fille aux bas nylon, Mélissa et Hélène), l'agent artistique de Julien Clerc, Bertrand De Labbey l'incite à se recentrer en revenant à son style premier, de chanson française plus classique. Cela passe d'abord par la demande de textes à des auteurs nouveaux pour Julien (Jean-Louis Bergheaud, Thierry Séchan et Jean-Claude Vannier). Il en résulte un album faisant le pont musicalement entre les albums variété-rock des années 1980 et le retour aux sources de chanson française classique des années 1970 qui sera encore plus abouti sur les albums suivants. Il sera suivi d'un passage de Julien au Zénith en novembre 1990. 	4293	yes
Comme on peut le lire dans le Panorama pittoresque de la France d’ Ambroise Firmin Didot au XIXe siècle, les visiteurs pouvaient faire de « belles promenades dans la forêt de la Faisanderie entrecoupée d'allées » . Aujourd’hui encore, le parc et la forêt de Monsau (forêt domaniale de Saverne)  sont, en effet, toujours sillonnés de chemins forestiers organisés quasiment en damier, en tout cas pour la plupart à angle droit. Ce ne sont pas des routes à proprement parler car elles ne sont pas bitumées. Aujourd’hui ce sont des chemins ou sentiers, en réalité le terme d’allée serait le plus adapté dans le cas d’un parc ou d’une forêt que l’on peut traverser de part en part, en ligne droite et sans grand risque de se perdre. Les plus larges (20 m pour l’allée centrale portent le nom de route dans le sens plus ancien de voie d’accès à telle ou telle agglomération voisine. Les autres sont des chemins.  Les chemins étaient bordés de tilleuls, de marronniers et de chênes qu’on retrouve encore aujourd’hui à maints endroits. La route la plus longue était logiquement  la « route de Rohan » qui faisait presque 5 km de distance depuis le château épiscopal. À la croisée de certaines routes plus importantes, des « ronds »  avaient été aménagés pour faciliter l’orientation des promeneurs aux endroits stratégiques. Le rond des gendarmes était le plus grand. 	4427	yes
Certains tronçons de la côte en face de la forêt, zones de terrasses soumises aux embruns et érodées, comportent une végétation herbacée clairsemée et de faible hauteur composée d’Heliotropium anomalum, d’Hedyotis albidopunctata, de Fimbristylis cymosa, de Melanthera biflora et de Paspalum distichum. Les zones les plus avancées sont parfois nues mais généralement couvertes de Sporobolus farinosus. L'intérieur du plateau, les bancs de sable à la base des falaises et les pentes arrière des plages sont utilisées pour l'agriculture, la plupart du temps des plantations de cocotier et d'arbre à pain auxquelles se mêlent Hibiscus tiliaceus, Morinda citrifolia, Calophyllum inophyllum, Premna serratifolia, Ochrosia oppositifolia, Aidia cochinchinensis, Syzygium aqueum et Syzygium samarangense. Le bananier, le papayer et Tacca leontopetaloides sont communément cultivés de même que, dans certaines zones du plateau non boisées, la patate douce, le manioc, le tabac et le taro géant des marais,. Les sommets des plages en deçà des cocotiers présentent un tapis dense de Vigna marina et de Triumfetta procumbens. Trois espèces d’Araliaceae (Polyscias guilfoylei, Polyscias scutellaria et Polyscias fruticosa) sont utilisées pour former des haies. La présence de plants de bambou importés des îles Yap est documentée par Adelbert von Chamisso en 1815-1817, mais il n'en reste plus de trace.	4304	yes
Les ressources en eau de coco et en eau de pluie sont parfois largement amputées par les dégâts occasionnés par certains cyclones. Les sécheresses qui suivent les phénomènes El Niño, tous les huit à quinze ans, peuvent laisser l'île dépourvue d'eau de pluie pendant des mois et réduisent la quantité et la qualité des noix de coco. Les réserves d'eau sont alors consommées en moins de deux mois. Une aide extérieure a parfois été nécessaire lors de longues sécheresses. La nappe phréatique est actuellement accessible par deux puits sur la côte ouest, l'un en forme de cône renversé creusé anciennement à la main et l'autre bétonné et établi sous l'administration japonaise pendant la Seconde Guerre mondiale,. Le puits ancien est creusé dans des sables holocènes peu perméables et qui retiennent donc l'eau. Les parois de sable ont été terrassées et stabilisées par des murs de pierre pour empêcher l'affaissement de la structure. Ces deux puits ne sont utilisés qu'en cas d'urgence du fait de leur éloignement des zones d'habitation. Quatre autres puits ont été installés près des villages entre 1996 et 1999 mais aucun d'eux n'est plus en service et un seul peut être remis en état en cas de nécessité. En cas de manque d'eau dans un réservoir familial, les voisins ont l'habitude de s'entraider même si en parler est relativement tabou.	4328	yes
Les Pogues réussirent finalement à entrer en studio de nouveau au début de l'année 1987 pour commencer à travailler sur leur troisième album, avec Steve Lillywhite à la production. Une nouvelle démo de Fairytale of New York fut enregistrée aux studios Abbey Road de Londres en mars 1987, MacGowan chantant à la fois les rôles masculins et féminins. En août 1987, Lillywhite dans son home-studio proposa à sa femme Kirsty MacColl de faire un nouveau guide vocal pour le chant. Après avoir travaillé sur sa voix méticuleusement, Lillywhite rapporte l'enregistrement aux studios où les membres du groupe furent impressionnés par le chant de MacColl. MacGowan ré-enregistra sa voix aux côtés de MacColl (le duo n'a jamais enregistré la chanson ensemble dans un studio) et la chanson fut complétée par une harpe jouée par Siobhan Sheahan, et une section de cors et de cordes.	4286	yes
La pêche du requin est destinée à la consommation des insulaires qui sont parmi les seuls aux États fédérés de Micronésie à en consommer. Au début des années 2010, la pêche s'effectue en pleine mer avec une épaisse ligne en monofilament terminée par un grand hameçon alourdit par une pierre pour tomber droit. Quelque temps auparavant, il était également pratiqué la pêche au collet. Le requin est lavé près du rivage puis découpé dans un endroit propre près de l'abri à bateaux. Les ailerons ne sont pas consommés. La viande est également partagée.	4333	yes
Le machi était un tissu très important dans les échanges d'hommages avec les îles Yap avant la colonisation allemande et valait l'équivalent d'une vie humaine. Si une personne en tuait une autre par accident, le don d'un machi à la famille du défunt était un geste d'excuse et de réconciliation suffisant. Avant l'introduction du christianisme, ce tissu était un emblème de l'entrée dans l'âge adulte : à la puberté, au cours d'une période d'isolement de quatre jours, les jeunes garçons étaient décorés de fleurs comme pour les danses et revêtaient un pagne en machi. Les quatre jours ayant passé, le nouvel adulte présentait le pagne à un parrain rituel, généralement un parent âgé. Jusque durant le XXe siècle, lors de l'apparition de leur règle, les jeunes filles vivaient trois mois recluses dans la maison menstruelle et y tissaient leur premier machi.	4342	yes
